Image_Name,First_order_moment,,,Second_order_moment,,,Third_order_moment,,,class
 'Mud_water\\th - 2022-11-15T070103.450.jpg',1.6998,1.4789,1.2169,0.0803,0.1689,0.2688,-0.0013,0.0002,0.0014,Mud
 'Mud_water\\th - 2022-11-15T070114.816.jpg',1.5344,1.2643,1.0602,0.1665,0.2932,0.4248,-0.0007,0.0032,0.0039,Mud
 'Mud_water\\th - 2022-11-15T070123.067.jpg',1.2945,1.077,0.9557,0.1847,0.2066,0.2317,0.0159,0.0142,0.009,Mud
 'Mud_water\\th - 2022-11-15T070131.609.jpg',1.4703,1.3605,1.3911,0.1613,0.1977,0.2278,-0.0055,-0.0031,-0.0025,Mud
 'Mud_water\\th - 2022-11-15T070140.647.jpg',1.9856,1.6534,1.2429,0.0674,0.1341,0.2315,-0.0055,0.0007,0.0013,Mud
 'Mud_water\\th - 2022-11-15T070148.316.jpg',2.0064,1.6311,1.2867,0.1527,0.209,0.2671,0,0.0017,0.0027,Mud
 'Mud_water\\th - 2022-11-15T070157.610.jpg',1.7906,1.6401,1.564,0.1454,0.2557,0.3672,0.0018,0.0012,0.0003,Mud
 'Mud_water\\th - 2022-11-15T070206.894.jpg',1.5228,1.2823,1.1421,0.1721,0.2349,0.2929,-0.0039,0.0037,0.0044,Mud
 'Mud_water\\th - 2022-11-15T070215.207.jpg',1.8785,1.6057,1.4982,0.1537,0.2165,0.2629,-0.0057,-0.0042,-0.0043,Mud
 'Mud_water\\th - 2022-11-15T070224.191.jpg',1.7583,1.5219,1.2883,0.196,0.2205,0.2773,-0.0004,-0.0011,-0.0037,Mud
 'Mud_water\\th - 2022-11-15T070235.029.jpg',1.8143,1.3396,0.9938,0.0743,0.1034,0.1682,-0.0007,0.0047,0.0051,Mud
 'Mud_water\\th - 2022-11-15T070253.620.jpg',1.7594,1.1342,0.8479,0.1565,0.244,0.3053,0.007,0.0155,0.0096,Mud
 'Mud_water\\th - 2022-11-15T070314.956.jpg',1.8576,1.8109,1.7194,0.3883,0.4504,0.5591,-0.0071,-0.0043,-0.0023,Mud
 'Mud_water\\th - 2022-11-15T070322.008.jpg',1.4021,1.2318,1.1665,0.1447,0.167,0.1918,0.0349,0.0256,0.0168,Mud
 'Mud_water\\th - 2022-11-15T070329.716.jpg',1.9934,1.8239,1.6552,0.0908,0.1246,0.1832,-0.0097,-0.0041,-0.0023,Mud
 'Mud_water\\th - 2022-11-15T070338.655.jpg',1.7929,1.6303,1.5128,0.1583,0.1704,0.2192,0.004,0.004,0.0003,Mud
 'Mud_water\\th - 2022-11-15T070347.046.jpg',1.6479,1.4588,1.3897,0.1598,0.1901,0.2241,0.0005,0.001,0.0007,Mud
 'Mud_water\\th - 2022-11-15T070355.825.jpg',1.5233,1.4298,1.4123,0.1334,0.1384,0.156,0.0222,0.0223,0.0156,Mud
 'Mud_water\\th - 2022-11-15T070404.225.jpg',1.6298,1.5486,1.4615,0.2708,0.3037,0.3343,0.0027,0.0029,0.0023,Mud
 'Mud_water\\th - 2022-11-15T070413.324.jpg',1.6871,1.5563,1.195,0.1112,0.1388,0.2054,0.0051,0.0041,0.0027,Mud
 'Mud_water\\th - 2022-11-15T070427.766.jpg',1.9615,1.8686,1.7783,0.1654,0.2277,0.3255,-0.0022,-0.0021,-0.0032,Mud
 'Mud_water\\th - 2022-11-15T070438.098.jpg',1.3586,1.2793,1.1462,0.2309,0.2651,0.2991,0.0071,0.0057,0.0051,Mud
 'Mud_water\\th - 2022-11-15T070447.734.jpg',1.6524,1.6057,1.6561,0.1867,0.2287,0.3085,-0.003,-0.0048,-0.0045,Mud
 'Mud_water\\th - 2022-11-15T070457.362.jpg',1.3049,1.1024,1.008,0.1216,0.1717,0.2037,0.0056,0.0027,0.0013,Mud
 'Mud_water\\th - 2022-11-15T070514.115.jpg',2.0026,1.7925,1.7263,0.1479,0.1536,0.1803,0.0008,0.0013,-0.0019,Mud
 'Mud_water\\th - 2022-11-15T070525.848.jpg',1.7935,1.3746,1.0801,0.2838,0.2684,0.2769,-0.0014,0.0024,0.0044,Mud
 'Mud_water\\th - 2022-11-15T070536.065.jpg',0.9982,0.7862,0.5733,0.1583,0.1498,0.1653,-0.0077,-0.0046,-0.0016,Mud
 'Mud_water\\th - 2022-11-15T070545.480.jpg',1.6482,1.5193,1.395,0.183,0.2267,0.3125,0.0024,0.0032,0.0017,Mud
 'Mud_water\\th - 2022-11-15T070555.265.jpg',1.6387,1.6191,1.5616,0.2406,0.3042,0.4215,0.0029,-0.0013,-0.0047,Mud
 'Mud_water\\th - 2022-11-15T070605.485.jpg',1.581,1.5715,1.6194,0.1649,0.1901,0.2408,-0.0172,-0.0175,-0.0183,Mud
 'Mud_water\\th - 2022-11-15T070615.245.jpg',1.7306,1.4468,1.2512,0.127,0.1425,0.1686,0.0081,0.01,0.0048,Mud
 'Mud_water\\th - 2022-11-15T070627.450.jpg',1.9489,1.9769,2.0794,0.1481,0.1701,0.1934,-0.0037,-0.0031,-0.0026,Mud
 'Mud_water\\th - 2022-11-15T070637.544.jpg',1.272,1.1424,0.9924,0.2661,0.306,0.345,0.013,0.0148,0.0161,Mud
 'Mud_water\\th - 2022-11-15T070647.321.jpg',1.7016,1.644,1.4743,0.1084,0.0903,0.0955,0.0007,0.0054,0.0066,Mud
 'Mud_water\\th - 2022-11-15T070704.536.jpg',0.9444,0.7739,0.6849,0.1748,0.2072,0.2418,0.0538,0.0404,0.0278,Mud
 'Mud_water\\th - 2022-11-15T070724.136.jpg',1.7171,1.6013,1.4862,0.3465,0.3996,0.4768,-0.0013,0.0002,0.0014,Mud
 'Mud_water\\th - 2022-11-15T070750.416.jpg',1.602,1.5739,1.4847,0.2255,0.229,0.281,-0.0087,-0.0056,-0.005,Mud
 'Mud_water\\th - 2022-11-15T070759.108.jpg',1.7105,1.5868,1.6514,0.1515,0.1628,0.1764,0.0137,0.0146,0.0115,Mud
 'Mud_water\\th - 2022-11-15T070810.229.jpg',1.6994,1.6749,1.6728,0.1344,0.1382,0.1464,-0.0039,-0.0037,-0.0042,Mud
 'Mud_water\\th - 2022-11-15T070819.940.jpg',1.4577,1.3955,1.1738,0.2889,0.2948,0.3487,0.0013,0.0015,0.0018,Mud
 'Mud_water\\th - 2022-11-15T070829.937.jpg',1.42,1.3736,1.3328,0.2404,0.2545,0.3006,0.0013,0.001,0.0012,Mud
 'Mud_water\\th - 2022-11-15T070840.374.jpg',1.3395,1.2662,1.1454,0.15,0.1655,0.2554,0.0117,0.0142,0.0131,Mud
 'Mud_water\\th - 2022-11-15T070850.655.jpg',1.7402,1.6507,1.5521,0.2892,0.2937,0.3117,-0.006,-0.0059,-0.0053,Mud
 'Mud_water\\th - 2022-11-15T070900.624.jpg',1.1452,1.0542,0.9816,0.1799,0.1883,0.1966,0.0375,0.0368,0.0317,Mud
 'Mud_water\\th - 2022-11-15T070910.981.jpg',1.706,1.545,1.523,0.1429,0.1841,0.2089,0.0081,0.0041,0.0022,Mud
 'Mud_water\\th - 2022-11-15T070921.732.jpg',1.8343,1.7361,1.6513,0.2298,0.2283,0.2328,-0.0029,-0.0035,-0.0038,Mud
 'Mud_water\\th - 2022-11-15T070933.075.jpg',1.4909,1.4372,1.4718,0.1767,0.1762,0.1961,0.0159,0.0183,0.015,Mud
 'Mud_water\\th - 2022-11-15T070951.549.jpg',1.7184,1.511,1.2511,0.3135,0.378,0.4797,0.0234,0.0321,0.0362,Mud
 'Mud_water\\th - 2022-11-15T071002.406.jpg',1.5568,1.5052,1.381,0.4221,0.5001,0.6328,0.0052,0.0034,0.0009,Mud
 'Mud_water\\th - 2022-11-15T071022.196.jpg',1.7122,1.6029,1.445,0.2487,0.2888,0.3903,-0.0043,-0.0033,-0.0014,Mud
 'Mud_water\\th - 2022-11-15T071100.932.jpg',1.3202,1.1324,1.0198,0.1441,0.1778,0.2259,-0.0045,-0.001,-0.001,Mud
 'Mud_water\\th - 2022-11-15T071112.559.jpg',1.4145,1.4238,1.3759,0.1836,0.2018,0.2466,0.0202,0.0177,0.0146,Mud
 'Mud_water\\th - 2022-11-15T071134.989.jpg',1.6657,1.5637,1.6315,0.1341,0.1676,0.2063,-0.0086,-0.0074,-0.0083,Mud
 'Mud_water\\th - 2022-11-15T071144.234.jpg',1.8257,1.7542,1.7508,0.2161,0.2239,0.2254,0.0013,0.0025,0.0022,Mud
 'Mud_water\\th - 2022-11-15T071154.239.jpg',1.9857,1.9385,2.0183,0.1339,0.1263,0.141,-0.028,-0.0278,-0.0282,Mud
 'Mud_water\\th - 2022-11-15T071202.703.jpg',1.8288,1.6623,1.4951,0.2813,0.3094,0.36,-0.0038,-0.0024,-0.0023,Mud
 'Mud_water\\th - 2022-11-15T071211.126.jpg',1.7916,1.5626,1.2481,0.1927,0.1876,0.2183,0.0007,0.0012,0.0013,Mud
 'Mud_water\\th - 2022-11-15T071219.625.jpg',1.8482,1.6272,1.5297,0.1248,0.146,0.211,-0.0083,-0.0079,-0.0092,Mud
 'Mud_water\\th - 2022-11-15T071230.610.jpg',1.6113,1.5148,1.4311,0.2698,0.3034,0.3972,-0.01,-0.0079,-0.0077,Mud
 'Mud_water\\th - 2022-11-15T071240.706.jpg',1.3336,1.1916,1.0834,0.1662,0.1628,0.1896,-0.0128,-0.0126,-0.0129,Mud
 'Mud_water\\th - 2022-11-15T071250.572.jpg',1.7333,1.5197,1.2087,0.13,0.1571,0.2391,0.0178,0.026,0.0239,Mud
 'Mud_water\\th - 2022-11-15T071258.440.jpg',1.4373,1.238,1.0668,0.2208,0.2344,0.267,0.0095,0.0093,0.0048,Mud
 'Mud_water\\th - 2022-11-15T071307.339.jpg',1.8709,1.7408,1.5223,0.1693,0.2132,0.3025,-0.0134,-0.0072,-0.001,Mud
 'Mud_water\\th - 2022-11-15T071318.237.jpg',1.9679,1.9073,1.9396,0.2276,0.3062,0.3633,-0.0061,-0.0068,-0.0071,Mud
 'Mud_water\\th - 2022-11-15T071327.368.jpg',1.3627,1.1661,0.9425,0.1768,0.177,0.1867,-0.0008,-0.0004,0.0003,Mud
 'Mud_water\\th - 2022-11-15T071337.018.jpg',1.7152,1.4448,0.9979,0.2423,0.3064,0.4146,-0.0068,-0.0049,-0.0028,Mud
 'Mud_water\\th - 2022-11-15T071346.573.jpg',1.5928,1.2439,1.0343,0.1128,0.139,0.1529,0.0554,0.072,0.0649,Mud
 'Mud_water\\th - 2022-11-15T071356.361.jpg',2.0782,1.699,1.3776,0.1167,0.1703,0.2956,0.0058,0.0093,0.0076,Mud
 'Mud_water\\th - 2022-11-15T071405.190.jpg',1.5418,1.3587,1.2102,0.196,0.195,0.218,0.0013,0.0024,-0.0001,Mud
 'Mud_water\\th - 2022-11-15T071412.961.jpg',1.475,1.3526,1.3675,0.1834,0.1898,0.2283,-0.0046,-0.0051,-0.0027,Mud
 'Mud_water\\th - 2022-11-15T071421.163.jpg',1.4143,1.2614,1.1444,0.1257,0.1349,0.1523,-0.002,-0.0011,0,Mud
 'Mud_water\\th - 2022-11-15T071430.585.jpg',1.4236,1.2539,1.1532,0.2609,0.299,0.3318,0.0142,0.0102,0.0068,Mud
 'Mud_water\\th - 2022-11-15T071521.254.jpg',1.449,1.4266,1.5206,0.0914,0.1089,0.1426,-0.0059,-0.0042,-0.0028,Mud
 'Mud_water\\th - 2022-11-15T071531.309.jpg',1.3517,1.2179,1.2296,0.1762,0.1849,0.1937,0.0112,0.0127,0.0113,Mud
 'Mud_water\\th - 2022-11-15T071541.121.jpg',1.3534,1.2397,1.088,0.2198,0.2473,0.3117,0.0193,0.0215,0.0214,Mud
 'Mud_water\\th - 2022-11-15T071554.443.jpg',1.9621,1.7676,1.7923,0.1592,0.2105,0.2652,0.0059,0.009,0.0064,Mud
 'Mud_water\\th - 2022-11-15T071617.084.jpg',1.7407,1.3242,1.0349,0.0898,0.102,0.1248,-0.0115,-0.0089,-0.005,Mud
 'Mud_water\\th - 2022-11-15T071628.948.jpg',1.787,1.4464,1.1503,0.2111,0.2752,0.3509,-0.0002,-0.0002,0.0011,Mud
 'Mud_water\\th - 2022-11-15T071641.130.jpg',1.6301,1.4327,1.24,0.0951,0.0897,0.1242,0.0219,0.0498,0.0219,Mud
 'Mud_water\\th - 2022-11-15T071652.806.jpg',2.3663,2.1888,1.892,0.0667,0.1611,0.3125,-0.002,0.0034,0.0042,Mud
 'Mud_water\\th - 2022-11-15T071701.868.jpg',1.8227,1.7075,1.6255,0.1318,0.1293,0.1511,-0.0012,-0.0013,-0.0011,Mud
 'Mud_water\\th - 2022-11-15T071711.411.jpg',2.1456,1.9042,1.678,0.1435,0.1899,0.2342,0.0032,0.0059,0.0058,Mud
 'Mud_water\\th - 2022-11-15T071721.474.jpg',1.6731,1.4341,1.297,0.106,0.1494,0.2228,0.0464,0.0339,0.0139,Mud
 'Mud_water\\th - 2022-11-15T071741.571.jpg',1.7917,1.4293,1.2042,0.1237,0.1421,0.1704,0.0096,0.0175,0.0094,Mud
 'Mud_water\\th - 2022-11-15T071801.265.jpg',1.6603,1.4777,1.3482,0.1586,0.1871,0.2291,-0.0019,-0.001,-0.0006,Mud
 'Mud_water\\th - 2022-11-15T071810.806.jpg',1.5809,1.438,1.3939,0.1292,0.1539,0.1805,0.0174,0.0134,0.005,Mud
 'Mud_water\\th - 2022-11-15T071820.311.jpg',1.8388,1.6177,1.5218,0.171,0.1801,0.2419,-0.0182,-0.0159,-0.0141,Mud
 'Mud_water\\th - 2022-11-15T071829.853.jpg',1.4634,1.2379,0.9254,0.3078,0.2874,0.3112,-0.0084,-0.0068,-0.0028,Mud
 'Mud_water\\th - 2022-11-15T072236.045.jpg',1.6601,1.479,1.3508,0.1652,0.1922,0.2335,-0.0041,-0.0023,-0.0013,Mud
 'Mud_water\\th - 2022-11-15T072249.300.jpg',1.5769,1.431,1.3828,0.129,0.1538,0.1799,0.0227,0.0183,0.008,Mud
 'Mud_water\\th - 2022-11-15T072259.690.jpg',1.8498,1.6234,1.5259,0.1184,0.1369,0.2,-0.0043,-0.0046,-0.0066,Mud
 'Mud_water\\th - 2022-11-15T072327.519.jpg',1.678,1.5659,1.4877,0.159,0.2129,0.307,0.0185,0.0083,-0.0017,Mud
 'Mud_water\\th - 2022-11-15T072338.948.jpg',1.8667,1.5928,1.2521,0.3415,0.4059,0.4624,-0.0018,0.0004,0.0014,Mud
 'Mud_water\\th - 2022-11-15T072402.358.jpg',1.3522,1.2536,1.1665,0.1303,0.1371,0.1545,0.0275,0.0274,0.0173,Mud
 'Mud_water\\th - 2022-11-15T072415.139.jpg',1.8271,1.7274,1.6945,0.1864,0.2034,0.2096,-0.0132,-0.0132,-0.0134,Mud
 'Mud_water\\th - 2022-11-15T072425.542.jpg',1.2227,1.1184,0.9465,0.2622,0.2825,0.3242,-0.0017,0.0004,0.0014,Mud
 'Mud_water\\th - 2022-11-15T072436.060.jpg',1.5774,1.4226,1.2616,0.2002,0.2225,0.2442,-0.0131,-0.0094,-0.0074,Mud
 'Mud_water\\th - 2022-11-15T072447.254.jpg',1.7114,1.7034,1.6791,0.304,0.3372,0.4246,-0.0004,-0.0004,-0.0005,Mud
 'Mud_water\\th - 2022-11-15T072457.749.jpg',1.5384,1.1913,0.9729,0.3258,0.3448,0.3895,-0.0028,-0.0015,-0.0011,Mud
 'Mud_water\\th - 2022-11-15T072507.532.jpg',1.4172,1.3374,1.3264,0.1805,0.1905,0.1981,0.0216,0.0197,0.0149,Mud
 'Mud_water\\th - 2022-11-15T072516.910.jpg',1.7153,1.5005,1.3645,0.1786,0.2186,0.2781,0.0022,0.006,0.0062,Mud
 'Mud_water\\th - 2022-11-15T072525.926.jpg',1.4251,1.1919,0.9971,0.3612,0.3689,0.3413,0.0016,0.0026,0.0033,Mud
 'Mud_water\\th - 2022-11-15T072537.376.jpg',1.8903,1.4699,0.917,0.2757,0.2362,0.2533,-0.0084,0.0048,0.0173,Mud
 'Mud_water\\th - 2022-11-15T072547.242.jpg',1.5628,1.4531,1.3764,0.2898,0.2591,0.3103,-0.0123,-0.0115,-0.0103,Mud
 'Mud_water\\th - 2022-11-15T072601.223.jpg',1.8094,1.7505,1.7144,0.3964,0.44,0.4592,0.0026,0.0021,0.0022,Mud
 'Mud_water\\th - 2022-11-15T072640.138.jpg',1.4781,1.3328,1.1029,0.1196,0.1311,0.146,0.0756,0.0478,0.0321,Mud
 'Mud_water\\th - 2022-11-15T072650.037.jpg',1.2352,1.1009,1.0244,0.1679,0.181,0.2026,-0.0033,-0.0021,-0.0027,Mud
 'Mud_water\\th - 2022-11-15T072659.867.jpg',2.0434,1.9607,1.908,0.1349,0.1366,0.1447,0.0025,0.0038,0.0029,Mud
 'Mud_water\\th - 2022-11-15T072712.532.jpg',1.6184,1.3447,1.1764,0.0341,0.0872,0.1613,0.0013,0.0043,0.0046,Mud
 'Mud_water\\th - 2022-11-15T072721.698.jpg',1.9748,1.8581,1.5484,0.0823,0.1021,0.1597,0.0019,0.0045,0.0035,Mud
 'Mud_water\\th - 2022-11-15T072730.808.jpg',1.4929,1.3437,1.1143,0.1022,0.1191,0.1388,0.0734,0.0452,0.0301,Mud
 'Mud_water\\th - 2022-11-15T072740.487.jpg',1.992,1.896,1.6631,0.1217,0.1581,0.2428,0.0035,0.0036,0.004,Mud
 'Mud_water\\th - 2022-11-15T072751.420.jpg',1.5877,1.533,1.4966,0.2001,0.2358,0.2735,0.0033,0.0031,0.002,Mud
 'Mud_water\\th - 2022-11-15T072803.646.jpg',1.7894,1.4984,1.1625,0.0926,0.1174,0.1527,0.0533,0.0499,0.0299,Mud
 'Mud_water\\th - 2022-11-15T072812.096.jpg',1.6335,1.3922,1.2463,0.1147,0.1623,0.2228,-0.0198,-0.0002,-0.0005,Mud
 'Mud_water\\th - 2022-11-15T072820.995.jpg',1.5532,1.4942,1.3844,0.1573,0.1855,0.207,-0.0035,0.001,0.0016,Mud
 'Mud_water\\th - 2022-11-15T072837.358.jpg',1.8686,1.5936,1.3093,0.2736,0.2483,0.2553,-0.0064,-0.0063,-0.0064,Mud
 'Mud_water\\th - 2022-11-15T072946.766.jpg',1.4436,1.2796,1.1477,0.1579,0.1806,0.2074,0.0408,0.0415,0.0376,Mud
 'Mud_water\\th - 2022-11-15T073108.217.jpg',1.5704,1.4793,1.4607,0.2681,0.2761,0.3152,-0.0045,-0.0041,-0.0032,Mud
 'Mud_water\\th - 2022-11-15T073122.066.jpg',1.155,1.1616,1.1378,0.3788,0.4078,0.4198,-0.0204,-0.0167,-0.0137,Mud
 'Mud_water\\th - 2022-11-15T073143.358.jpg',1.0785,1.0753,1.0271,0.1526,0.1631,0.1766,0.0001,0.0022,0.0032,Mud
 'Mud_water\\th - 2022-11-15T073153.475.jpg',1.1941,1.0495,0.9641,0.1381,0.1644,0.1946,-0.0035,-0.0019,-0.0013,Mud
 'Mud_water\\th - 2022-11-15T073203.760.jpg',1.7865,1.5541,1.3686,0.1473,0.1668,0.2171,-0.0124,-0.01,-0.0065,Mud
 'Mud_water\\th - 2022-11-15T073212.578.jpg',1.9861,1.7834,1.565,0.1072,0.1728,0.2359,0.0111,0.005,0.0009,Mud
 'Mud_water\\th - 2022-11-15T073223.622.jpg',1.3899,1.2381,1.131,0.1597,0.1932,0.242,0.0042,0.0055,0.0057,Mud
 'Mud_water\\th - 2022-11-15T073233.644.jpg',1.6998,1.6309,1.6619,0.2798,0.302,0.3518,-0.016,-0.0163,-0.0185,Mud
 'Mud_water\\th - 2022-11-15T073242.772.jpg',1.2063,1.0576,0.93,0.2288,0.2534,0.2946,0.0017,0.0045,0.0054,Mud
 'Mud_water\\th - 2022-11-15T073251.181.jpg',1.3921,1.2166,0.9859,0.1015,0.1137,0.1416,0.0955,0.0988,0.0826,Mud
 'Mud_water\\th - 2022-11-15T073300.444.jpg',1.7692,1.6501,1.4215,0.204,0.2251,0.3059,-0.0143,-0.009,-0.0025,Mud
 'Mud_water\\th - 2022-11-15T073309.497.jpg',1.2112,1.0671,0.9278,0.1626,0.1851,0.214,0.0551,0.0474,0.0345,Mud
 'Mud_water\\th - 2022-11-15T073317.870.jpg',1.4427,1.2788,1.1464,0.1576,0.1792,0.2052,0.0424,0.0427,0.0383,Mud
 'Mud_water\\th - 2022-11-15T073326.198.jpg',1.3313,1.1985,1.0822,0.1703,0.2048,0.2198,0.0152,0.0078,0.0058,Mud
 'Mud_water\\th - 2022-11-15T073348.205.jpg',1.7176,1.6145,1.5402,0.1856,0.1612,0.1554,0.0317,0.0321,0.0263,Mud
 'Mud_water\\th - 2022-11-15T073357.162.jpg',1.9234,1.4207,0.9403,0.2196,0.35,0.5382,0.0026,0.0111,0.0126,Mud
 'Mud_water\\th - 2022-11-15T073409.314.jpg',1.6017,1.377,1.2131,0.1399,0.173,0.2052,0.0014,0.0024,0.0019,Mud
 'Mud_water\\th - 2022-11-15T073419.822.jpg',2.1358,1.7834,1.7038,0.1846,0.235,0.265,-0.0016,-0.0013,-0.0013,Mud
 'Mud_water\\th - 2022-11-15T073429.696.jpg',1.4443,1.2214,1.1823,0.1763,0.2278,0.2673,0.0119,0.0099,0.008,Mud
 'Mud_water\\th - 2022-11-15T073440.044.jpg',1.7644,1.3115,1.2438,0.0888,0.1829,0.2481,-0.0002,0.0041,0.004,Mud
 'Mud_water\\th - 2022-11-15T073450.195.jpg',1.9523,1.6819,1.3748,0.2413,0.3536,0.4501,-0.001,0.0009,-0.001,Mud
 'Mud_water\\th - 2022-11-15T073501.305.jpg',1.3433,1.2369,1.0975,0.2151,0.2365,0.2541,0.0109,0.0061,0.0043,Mud
 'Mud_water\\th - 2022-11-15T073512.095.jpg',1.3288,1.2083,0.9678,0.1273,0.1259,0.1251,-0.0011,0.0012,0.0023,Mud
 'Mud_water\\th - 2022-11-15T073522.631.jpg',1.5383,1.5426,1.4593,0.2177,0.2384,0.2667,-0.0041,-0.0034,-0.0035,Mud
 'Mud_water\\th - 2022-11-15T073535.190.jpg',1.7285,1.6491,1.552,0.1824,0.2064,0.2714,-0.0093,-0.0087,-0.0051,Mud
 'Mud_water\\th - 2022-11-15T073545.272.jpg',1.4338,1.2853,1.1753,0.1425,0.1745,0.1859,-0.0001,0.0005,-0.0012,Mud
 'Mud_water\\th - 2022-11-15T073608.597.jpg',1.3824,1.295,1.2191,0.2225,0.2222,0.2328,0.0011,0.0015,0.0025,Mud
 'Mud_water\\th - 2022-11-15T073617.350.jpg',1.5304,1.5076,1.4141,0.1434,0.1521,0.1772,0.0014,0.0015,0.0014,Mud
 'Mud_water\\th - 2022-11-15T073627.592.jpg',1.7147,1.4442,1.2284,0.1271,0.1753,0.2422,0.0165,0.009,0.003,Mud
 'Mud_water\\th - 2022-11-15T073639.471.jpg',1.7151,1.5342,1.3833,0.2288,0.2197,0.2149,-0.0508,-0.0452,-0.0392,Mud
 'Mud_water\\th - 2022-11-15T073649.948.jpg',1.5345,1.2874,1.1531,0.1821,0.1846,0.2038,0.0076,0.0158,0.015,Mud
 'Mud_water\\th - 2022-11-15T073700.542.jpg',1.4102,1.2933,1.2626,0.2244,0.2169,0.2221,-0.0028,-0.0003,0.0003,Mud
 'Mud_water\\th - 2022-11-15T073709.933.jpg',1.673,1.276,1.0675,0.4042,0.4631,0.5437,0.0005,0.0119,0.0146,Mud
 'Mud_water\\th - 2022-11-15T073724.344.jpg',1.2899,1.0607,0.8693,0.2321,0.226,0.2517,-0.0163,-0.0164,-0.0134,Mud
 'Mud_water\\th - 2022-11-15T073735.066.jpg',1.7989,1.4904,1.0982,0.1655,0.1838,0.2243,0.0053,0.0055,0.003,Mud
 'Mud_water\\th - 2022-11-15T073744.075.jpg',1.4862,1.3607,1.2958,0.2007,0.2273,0.2451,-0.0018,-0.0014,-0.0022,Mud
 'Mud_water\\th - 2022-11-15T073754.162.jpg',2.0037,1.485,1.3551,0.1077,0.1566,0.1928,0.0054,0.016,0.0052,Mud
 'Mud_water\\th - 2022-11-15T073804.272.jpg',1.4169,1.287,1.1424,0.1393,0.1535,0.1842,-0.0095,-0.0006,0.0014,Mud
 'Mud_water\\th - 2022-11-15T073813.771.jpg',1.5597,1.3786,1.2519,0.2962,0.3285,0.3861,0.0031,0.0028,0.0015,Mud
 'Mud_water\\th - 2022-11-15T073823.680.jpg',1.0532,0.9779,0.919,0.1645,0.1914,0.2121,0.0024,0.0026,0.0012,Mud
 'Mud_water\\th - 2022-11-15T073834.579.jpg',1.5302,1.508,1.4144,0.1425,0.1515,0.1769,0.001,0.0011,0.0011,Mud
 'Mud_water\\th - 2022-11-15T073844.296.jpg',1.558,1.4153,1.2679,0.0826,0.149,0.2221,-0.0039,-0.0025,-0.0015,Mud
 'Mud_water\\th - 2022-11-15T073853.743.jpg',2.0669,1.798,1.5769,0.0391,0.072,0.1267,-0.0083,0.0013,0.0003,Mud
 'Mud_water\\th - 2022-11-15T073902.531.jpg',1.8168,1.6669,1.4917,0.1994,0.2029,0.2103,-0.0055,-0.0031,0.0005,Mud
 'Mud_water\\th - 2022-11-15T073913.532.jpg',1.6532,1.5202,1.2809,0.1897,0.2094,0.2821,0.007,0.0074,0.0069,Mud
 'Mud_water\\th - 2022-11-15T073925.075.jpg',2.0178,1.9773,1.9824,0.1433,0.168,0.2129,-0.008,-0.0075,-0.0075,Mud
 'Mud_water\\th - 2022-11-15T073933.740.jpg',2.0482,1.8042,1.5788,0.142,0.1706,0.2029,-0.0007,-0.0005,-0.0006,Mud
 'Mud_water\\th - 2022-11-15T073947.886.jpg',1.3694,1.2519,1.119,0.223,0.2139,0.2913,0.0041,0.0069,0.0084,Mud
 'Mud_water\\th - 2022-11-15T073958.302.jpg',1.4338,1.3093,1.174,0.2696,0.301,0.3303,0.0041,0.0052,0.0054,Mud
 'Mud_water\\th - 2022-11-15T074008.674.jpg',1.602,1.5213,1.391,0.1664,0.1796,0.2019,0.0135,0.013,0.0107,Mud
 'Mud_water\\th - 2022-11-15T074022.016.jpg',1.5378,1.4564,1.3797,0.1337,0.1259,0.1581,0.0005,0.003,0.0007,Mud
 'Mud_water\\th - 2022-11-15T074034.463.jpg',1.6408,1.3898,1.1463,0.1828,0.2358,0.3739,-0.0065,-0.0027,-0.0009,Mud
 'Mud_water\\th - 2022-11-15T074052.054.jpg',0.6921,0.6136,0.5146,0.3014,0.3043,0.3116,0.0097,0.0103,0.0101,Mud
 'Mud_water\\th - 2022-11-15T074102.410.jpg',1.2051,1.0495,1.0043,0.0795,0.0824,0.1125,-0.0077,-0.001,0.0019,Mud
 'Mud_water\\th - 2022-11-15T074113.105.jpg',1.586,1.1981,1.0323,0.2132,0.1756,0.1901,-0.0067,-0.0062,-0.0049,Mud
 'Mud_water\\th - 2022-11-15T074127.584.jpg',1.509,1.4016,1.3755,0.2327,0.2641,0.3145,0.0014,0.0002,-0.0032,Mud
 'Mud_water\\th - 2022-11-15T074137.942.jpg',1.6151,1.4056,1.358,0.187,0.245,0.3289,0.0042,0.0052,0.0041,Mud
 'Mud_water\\th - 2022-11-15T074148.191.jpg',1.9465,1.7669,1.7751,0.1872,0.3528,0.4884,-0.0059,-0.0045,-0.0068,Mud
 'Mud_water\\th - 2022-11-15T074156.751.jpg',1.651,1.4812,1.1949,0.2351,0.2668,0.3704,-0.0098,-0.0064,-0.0022,Mud
 'Mud_water\\th - 2022-11-15T074210.468.jpg',1.2141,1.1253,1.0879,0.3861,0.3738,0.4452,0.0024,0.0044,0.0027,Mud
 'Mud_water\\th - 2022-11-15T074220.119.jpg',2.0853,1.8832,1.8312,0.1718,0.2455,0.313,0.0003,0.0013,-0.0007,Mud
 'Mud_water\\th - 2022-11-15T074229.805.jpg',1.4358,1.3453,1.3184,0.1527,0.2008,0.2701,0.0179,0.0056,-0.001,Mud
